Hostel_ID,Hostel_Name,Address,Room_Number,Room_Type,Capacity
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",55,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",56,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",57,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",58,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",59,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",60,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",61,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",62,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",63,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",64,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",65,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",66,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",67,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",68,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",69,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",70,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",71,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",72,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",73,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",74,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",75,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",76,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",77,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",78,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",79,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",80,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",81,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",82,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",83,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",84,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",85,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",86,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",87,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",88,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",89,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",90,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",91,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",92,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",93,Блок (2 комнаты),5
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",94,Двухместная,2
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",95,Двухместная,2
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",96,Двухместная,2
1,Общежитие №1,"Москва, ул. Б. Переяславская, д. 50, стр.1",97,Двухместная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",1,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",2,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",3,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",4,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",5,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",6,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",7,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",8,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",9,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",10,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",11,Блок (2-3 комнаты),6
2,Общежитие №2,"Москва, Электродная ул., д. 1",12,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",13,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",14,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",15,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",16,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",17,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",18,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",19,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",20,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",21,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",22,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",23,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",24,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",25,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",26,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",27,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",28,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",29,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",30,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",31,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",32,Коридорная,2
2,Общежитие №2,"Москва, Электродная ул., д. 1",33,Коридорная,1
2,Общежитие №2,"Москва, Электродная ул., д. 1",34,Коридорная,1
2,Общежитие №2,"Москва, Электродная ул., д. 1",35,Коридорная,1
2,Общежитие №2,"Москва, Электродная ул., д. 1",36,Коридорная,1
2,Общежитие №2,"Москва, Электродная ул., д. 1",37,Коридорная,1
2,Общежитие №2,"Москва, Электродная ул., д. 1",38,Коридорная,1
2,Общежитие №2,"Москва, Электродная ул., д. 1",39,Коридорная,1
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",1,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",2,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",3,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",4,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",5,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",6,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",7,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",8,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",9,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",10,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",11,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",12,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",13,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",14,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",15,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",16,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",17,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",18,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",19,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",20,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",21,Двухместная,2
3,Общежитие №3,"Москва, Энергетическая ул., д. 10, корп. 2",22,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",1,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",2,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",3,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",4,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",5,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",6,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",7,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",8,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",9,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",10,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",11,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",12,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",13,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",14,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",15,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",16,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",17,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",18,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",19,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",20,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",21,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",22,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",23,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",24,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",25,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",26,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",27,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",28,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",29,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",30,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",31,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",32,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",33,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",34,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",35,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",36,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",37,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",38,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",39,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",40,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",41,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",42,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",43,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",44,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",45,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",46,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",47,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",48,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",49,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",50,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",51,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",52,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",53,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",54,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",55,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",56,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",57,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",58,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",59,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",60,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",61,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",62,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",63,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",64,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",65,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",66,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",67,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",68,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",69,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",70,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",71,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",72,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",73,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",74,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",75,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",76,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",77,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",78,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",79,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",80,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",81,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",82,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",83,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",84,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",85,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",86,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",87,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",88,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",89,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",90,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",91,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",92,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",93,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",94,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",95,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",96,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",97,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",98,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",99,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",100,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",101,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",102,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",103,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",104,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",105,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",106,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",107,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",108,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",109,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",110,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",111,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",112,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",113,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",114,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",115,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",116,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",117,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",118,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",119,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",120,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",121,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",122,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",123,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",124,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",125,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",126,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",127,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",128,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",129,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",130,Двухместная,2
4,Общежитие №4,"Москва, Студенческая ул., д. 33 к.1",131,Двухместная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",1,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",2,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",3,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",4,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",5,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",6,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",7,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",8,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",9,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",10,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",11,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",12,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",13,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",14,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",15,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",16,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",17,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",18,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",19,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",20,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",21,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",22,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",23,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",24,Блок,4
